timestamp,alpha,use_stopwords,use_normalization,mean_ndcg,mean_mrr,num_queries
2026-02-13T20:26:40.127691,0.0,True,True,0.5680324778614285,0.4337814723590586,696
2026-02-13T20:26:46.659496,0.25,True,True,0.5993554830068968,0.4729748221127531,696
2026-02-13T20:26:52.977367,0.5,True,True,0.6430027995911247,0.5293730614851305,696
2026-02-13T20:26:59.234717,0.75,True,True,0.661191104832456,0.5523239372377303,696
2026-02-13T20:27:05.596530,1.0,True,True,0.6691397817286926,0.5628603357051633,696
2026-02-13T20:27:11.935685,0.0,True,False,0.5680324778614285,0.4337814723590586,696
2026-02-13T20:27:18.172509,0.25,True,False,0.5993554830068968,0.4729748221127531,696
2026-02-13T20:27:24.469279,0.5,True,False,0.6430027995911247,0.5293730614851305,696
2026-02-13T20:27:30.732596,0.75,True,False,0.661191104832456,0.5523239372377303,696
2026-02-13T20:27:36.977540,1.0,True,False,0.6691397817286926,0.5628603357051633,696
2026-02-13T20:27:43.314851,0.0,False,True,0.5589751379918295,0.42158878398102534,696
2026-02-13T20:27:49.832428,0.25,False,True,0.6135542006688859,0.4912464650611202,696
2026-02-13T20:27:56.189806,0.5,False,True,0.6475426810828707,0.5346806011676701,696
2026-02-13T20:28:02.537151,0.75,False,True,0.6619873638355653,0.5531158775770845,696
2026-02-13T20:28:08.937703,1.0,False,True,0.6691397817286926,0.5628603357051633,696
2026-02-13T20:28:15.289461,0.0,False,False,0.5589751379918295,0.42158878398102534,696
2026-02-13T20:28:21.702872,0.25,False,False,0.6135542006688859,0.4912464650611202,696
2026-02-13T20:28:28.231463,0.5,False,False,0.6475426810828707,0.5346806011676701,696
2026-02-13T20:28:34.710627,0.75,False,False,0.6619873638355653,0.5531158775770845,696
2026-02-13T20:28:41.115155,1.0,False,False,0.6691397817286926,0.5628603357051633,696
